EmployeeId,Age,Attrition,BusinessTravel,DistanceFromHome,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
639,37,No,Travel_Rarely,4,Life Sciences,High,High,0,Research Scientist,High,Married,2996,Yes,0,8,Excellent,6,4,3
640,36,No,Travel_Rarely,1,Life Sciences,Medium,High,1,Sales Executive,High,Single,6815,No,0,15,Excellent,1,0,0
641,24,No,Travel_Rarely,22,Human Resources,Very High,Low,0,Human Resources,High,Married,1555,No,1,1,Excellent,1,0,0
642,41,No,Travel_Rarely,1,Life Sciences,Very High,High,0,Research Scientist,Very High,Married,2782,No,1,12,Excellent,5,3,0
643,35,No,Travel_Rarely,11,Medical,Very High,High,0,Laboratory Technician,High,Married,2660,Yes,1,5,Excellent,2,2,2
644,36,No,Travel_Frequently,23,Medical,High,Very High,1,Laboratory Technician,Very High,Married,2571,No,1,17,Excellent,5,2,3
645,42,No,Travel_Rarely,29,Medical,Medium,Low,1,Laboratory Technician,Very High,Single,4272,No,0,16,Excellent,1,0,0
646,44,No,Non-Travel,17,Life Sciences,Very High,Low,0,Research Scientist,High,Single,2290,No,0,6,Excellent,0,0,0
647,28,No,Travel_Rarely,10,Medical,Very High,High,0,Sales Representative,Medium,Married,1052,No,0,1,Excellent,1,0,0
648,33,No,Travel_Rarely,4,Medical,Low,Medium,0,Laboratory Technician,Medium,Married,3838,No,0,8,Excellent,5,4,2
649,31,No,Travel_Rarely,11,Medical,High,High,1,Healthcare Representative,Low,Married,6833,Yes,0,6,Good,6,5,1
650,29,No,Travel_Rarely,3,Medical,Medium,High,0,Laboratory Technician,Low,Single,4723,Yes,0,10,Excellent,10,9,5
651,19,Yes,Travel_Rarely,2,Life Sciences,Medium,Medium,0,Laboratory Technician,Very High,Single,1102,No,0,1,Good,1,0,0
652,37,Yes,Travel_Rarely,2,Other,Very High,Medium,0,Laboratory Technician,High,Single,2090,Yes,0,7,Excellent,0,0,0
653,45,No,Travel_Rarely,2,Life Sciences,Medium,Medium,0,Research Scientist,High,Single,2274,No,0,1,Excellent,1,0,0
654,50,No,Travel_Rarely,9,Life Sciences,Low,High,0,Laboratory Technician,Very High,Married,2380,No,0,8,Excellent,1,0,0
655,51,No,Travel_Frequently,1,Medical,Low,Medium,2,Healthcare Representative,Low,Single,7484,No,0,23,Good,13,12,8
656,42,No,Travel_Rarely,7,Medical,Medium,Very High,1,Research Scientist,Medium,Married,2372,Yes,0,18,Excellent,1,0,0
657,32,No,Travel_Rarely,6,Medical,Medium,High,1,Sales Executive,High,Single,5010,No,0,12,Excellent,11,8,7
658,32,No,Travel_Frequently,9,Medical,Very High,Low,1,Sales Executive,Very High,Divorced,4668,No,3,9,Outstanding,8,7,7
659,32,No,Travel_Rarely,1,Life Sciences,Very High,High,0,Research Scientist,Low,Single,2956,No,0,1,Excellent,1,0,0
660,35,No,Travel_Rarely,2,Life Sciences,Low,High,0,Laboratory Technician,Low,Divorced,2074,Yes,1,1,Excellent,1,0,0
661,33,No,Travel_Rarely,10,Marketing,Very High,Very High,2,Sales Executive,High,Divorced,8380,Yes,2,10,Excellent,9,8,8
662,47,No,Travel_Rarely,4,Life Sciences,Very High,High,1,Sales Executive,Very High,Single,4163,Yes,0,9,Excellent,9,0,7
663,31,No,Travel_Rarely,2,Life Sciences,Medium,High,0,Laboratory Technician,High,Married,3477,No,1,6,Outstanding,5,2,3
664,20,Yes,Travel_Rarely,11,Medical,Very High,Medium,0,Research Scientist,Low,Single,2600,Yes,0,1,Excellent,1,0,0
665,29,Yes,Travel_Rarely,25,Technical Degree,High,Medium,0,Research Scientist,Medium,Married,2546,No,0,6,Outstanding,2,2,1
666,35,No,Travel_Frequently,11,Marketing,Very High,High,1,Sales Executive,Very High,Divorced,4968,No,1,5,Excellent,5,2,2
667,29,No,Travel_Rarely,23,Life Sciences,Very High,High,0,Research Scientist,Very High,Single,2201,No,0,6,Excellent,3,2,2
668,24,Yes,Travel_Rarely,3,Life Sciences,Low,High,1,Sales Executive,High,Single,4577,No,0,4,Excellent,2,2,0
669,32,No,Travel_Rarely,4,Life Sciences,High,High,0,Sales Representative,Medium,Married,3931,No,1,6,Excellent,4,3,2
670,28,No,Non-Travel,1,Life Sciences,High,Low,1,Laboratory Technician,Very High,Married,6674,No,3,10,Excellent,9,8,5
671,27,No,Travel_Frequently,2,Medical,Very High,High,0,Research Scientist,Very High,Single,2580,No,0,6,Good,4,2,2
672,35,No,Travel_Rarely,22,Life Sciences,Medium,Very High,2,Manager,Medium,Divorced,11996,No,1,10,Good,7,7,2
673,34,No,Travel_Rarely,8,Life Sciences,Medium,High,1,Manufacturing Director,Low,Divorced,5121,No,1,7,Excellent,0,0,0
674,36,No,Travel_Rarely,9,Medical,Medium,Medium,1,Manufacturing Director,Medium,Divorced,8847,Yes,1,13,Excellent,3,2,2
675,52,No,Travel_Rarely,1,Life Sciences,High,Medium,4,Manager,High,Married,19999,No,1,34,Excellent,33,18,9
676,38,No,Travel_Rarely,1,Life Sciences,Very High,High,1,Sales Executive,Medium,Married,4440,No,2,16,Excellent,15,13,8
677,35,No,Travel_Frequently,2,Medical,Medium,High,1,Laboratory Technician,Medium,Single,4425,No,0,10,Excellent,6,2,2
678,44,No,Travel_Rarely,10,Other,Very High,High,1,Healthcare Representative,Very High,Married,6465,Yes,0,9,Outstanding,4,2,3
679,46,No,Travel_Rarely,3,Life Sciences,High,High,3,Manager,Medium,Married,16606,No,1,23,Outstanding,13,12,1
680,22,Yes,Travel_Rarely,3,Life Sciences,Medium,High,1,Manufacturing Director,High,Married,4171,Yes,1,4,Outstanding,3,2,2
681,40,No,Travel_Rarely,2,Medical,Very High,Medium,0,Research Scientist,Very High,Single,2342,Yes,0,5,Good,4,2,3
682,33,Yes,Travel_Rarely,9,Marketing,Low,High,1,Sales Executive,Low,Single,8224,Yes,0,6,Excellent,5,2,3
683,50,No,Travel_Frequently,3,Medical,Low,High,4,Manager,Medium,Married,18200,No,1,32,Excellent,32,5,7
684,50,No,Travel_Frequently,2,Medical,Very High,High,3,Manager,Low,Married,17856,No,1,32,Excellent,2,2,2
685,57,No,Travel_Rarely,1,Medical,Very High,High,1,Healthcare Representative,High,Married,6755,No,0,15,Excellent,3,2,2
686,37,No,Travel_Rarely,10,Life Sciences,High,Very High,2,Research Director,Very High,Married,13744,Yes,1,16,Excellent,16,11,8
687,35,Yes,Travel_Frequently,18,Marketing,Very High,High,1,Sales Executive,High,Married,4614,Yes,1,5,Good,4,2,2
688,41,No,Travel_Rarely,28,Life Sciences,Low,Medium,3,Manufacturing Director,Medium,Married,13570,No,1,21,Excellent,20,7,10
689,30,No,Travel_Rarely,17,Medical,Medium,High,2,Manager,Low,Married,11916,Yes,2,9,Excellent,9,1,8
690,37,No,Travel_Frequently,1,Medical,High,Low,1,Sales Executive,Very High,Divorced,9525,No,2,6,Good,6,3,3
691,31,No,Travel_Rarely,6,Medical,Low,Very High,1,Sales Executive,Very High,Divorced,5460,No,2,13,Outstanding,7,7,7
692,52,No,Non-Travel,2,Life Sciences,Low,Medium,4,Manager,High,Single,19068,Yes,0,33,Outstanding,33,7,12
693,31,No,Travel_Rarely,5,Technical Degree,Low,High,1,Sales Executive,High,Married,8346,No,1,6,Excellent,5,2,2
694,33,No,Travel_Rarely,1,Life Sciences,Medium,Medium,1,Healthcare Representative,Very High,Single,6949,No,0,6,Excellent,5,0,4
695,44,No,Travel_Rarely,7,Medical,Medium,High,4,Research Director,Very High,Divorced,19049,Yes,1,23,Good,22,7,10
696,33,No,Non-Travel,22,Marketing,High,High,1,Sales Executive,Medium,Married,6146,No,1,8,Outstanding,7,7,7
697,34,No,Travel_Rarely,29,Medical,Medium,High,1,Laboratory Technician,High,Married,5429,No,2,10,Excellent,8,7,7
698,18,No,Travel_Frequently,3,Medical,Medium,High,0,Sales Representative,Very High,Single,1569,Yes,0,0,Outstanding,0,0,0
699,51,No,Travel_Rarely,9,Life Sciences,Very High,High,0,Laboratory Technician,Very High,Married,2075,No,2,10,Excellent,4,2,3
700,50,No,Travel_Rarely,4,Life Sciences,Low,High,4,Research Director,Medium,Divorced,19144,No,2,28,Good,10,4,6
701,29,No,Travel_Frequently,2,Life Sciences,Very High,High,0,Laboratory Technician,Medium,Married,3180,No,3,4,Excellent,3,2,2
702,46,No,Travel_Rarely,4,Marketing,Very High,Medium,4,Manager,Medium,Married,18789,No,1,26,Excellent,11,4,8
703,22,No,Travel_Rarely,8,Life Sciences,Medium,Low,0,Laboratory Technician,Low,Married,2451,No,1,4,Good,4,3,1
704,29,No,Travel_Frequently,1,Medical,Medium,High,2,Sales Executive,Very High,Married,7918,No,1,11,Excellent,11,10,1
705,22,No,Travel_Rarely,5,Life Sciences,Very High,Very High,0,Research Scientist,Medium,Divorced,2328,Yes,1,4,Good,4,2,2
706,45,No,Travel_Rarely,20,Life Sciences,Very High,High,1,Sales Executive,High,Single,4850,No,0,8,Excellent,5,3,1
707,25,No,Travel_Rarely,2,Human Resources,High,High,0,Human Resources,Medium,Married,2187,No,0,6,Excellent,2,0,2
708,46,No,Travel_Rarely,2,Marketing,High,High,3,Manager,Low,Married,17048,No,0,28,Excellent,26,15,9
709,35,No,Travel_Rarely,7,Life Sciences,High,Medium,0,Laboratory Technician,Very High,Married,2690,No,1,1,Good,1,0,1
710,29,No,Travel_Rarely,17,Other,Medium,Medium,2,Human Resources,Low,Single,7988,No,0,10,Good,10,9,9
711,46,No,Travel_Rarely,1,Life Sciences,Very High,Very High,3,Manager,Low,Single,17567,No,0,27,Low,26,0,12
712,38,No,Travel_Frequently,29,Life Sciences,Very High,High,1,Laboratory Technician,Very High,Single,2406,No,0,10,Excellent,10,3,9
713,41,No,Travel_Rarely,14,Life Sciences,Low,High,0,Research Scientist,High,Divorced,2451,No,1,13,Excellent,9,8,8
714,27,No,Travel_Frequently,22,Human Resources,Low,Medium,0,Human Resources,Medium,Married,2863,No,0,1,Excellent,1,0,0
715,40,No,Non-Travel,9,Other,High,High,1,Laboratory Technician,High,Divorced,3975,No,2,11,Outstanding,8,7,7
716,37,No,Travel_Rarely,13,Medical,Low,High,1,Research Scientist,Very High,Married,4285,No,0,10,Excellent,10,8,7
717,39,No,Non-Travel,21,Life Sciences,Low,Low,1,Sales Executive,High,Married,5736,No,1,10,Excellent,3,2,2
718,31,No,Non-Travel,2,Life Sciences,Very High,High,2,Sales Executive,High,Divorced,9852,Yes,1,10,Good,10,8,6
719,34,No,Travel_Rarely,1,Technical Degree,Very High,Medium,2,Sales Executive,High,Married,7083,Yes,0,10,Excellent,10,9,6
720,50,No,Travel_Frequently,12,Marketing,High,High,2,Sales Executive,Very High,Single,9208,No,0,16,Excellent,2,2,1
721,51,No,Travel_Rarely,5,Life Sciences,High,High,3,Manager,Medium,Divorced,14026,Yes,1,33,Excellent,33,9,10
722,31,No,Travel_Frequently,7,Life Sciences,High,Medium,2,Manufacturing Director,High,Married,8943,No,1,10,Excellent,10,9,9
723,45,No,Travel_Rarely,9,Life Sciences,Medium,High,1,Laboratory Technician,Medium,Divorced,2348,No,1,20,Low,17,9,15
724,52,No,Non-Travel,19,Medical,Very High,High,0,Research Scientist,Very High,Married,4258,No,1,5,Excellent,4,3,2
725,58,Yes,Travel_Rarely,23,Medical,Very High,High,2,Healthcare Representative,Very High,Married,10312,No,1,40,Good,40,10,6
726,30,Yes,Travel_Rarely,3,Technical Degree,Very High,High,0,Research Scientist,Low,Single,2657,Yes,0,8,Excellent,5,2,4
727,39,No,Travel_Rarely,6,Life Sciences,Medium,High,2,Manufacturing Director,Medium,Single,8376,No,0,9,Excellent,2,0,2
728,29,No,Travel_Rarely,2,Medical,Low,Medium,1,Sales Executive,Medium,Married,6644,No,2,10,Excellent,0,0,0
729,44,No,Travel_Rarely,7,Medical,Low,Medium,2,Healthcare Representative,Very High,Married,10248,No,1,24,Excellent,22,6,17
730,36,No,Travel_Frequently,11,Life Sciences,Medium,Medium,1,Manufacturing Director,Medium,Single,6499,No,0,6,Excellent,6,5,3
731,34,No,Travel_Rarely,24,Medical,Low,Medium,1,Sales Executive,Medium,Single,4599,Yes,0,16,Outstanding,15,9,10
732,31,No,Travel_Frequently,24,Technical Degree,Very High,High,1,Manufacturing Director,Very High,Single,5238,No,0,9,Good,5,4,4
733,31,No,Travel_Rarely,9,Life Sciences,High,Medium,0,Research Scientist,Medium,Single,2657,Yes,0,3,Excellent,2,2,2
734,21,No,Travel_Rarely,1,Technical Degree,Very High,Medium,0,Research Scientist,Medium,Single,2070,Yes,0,2,Outstanding,2,2,2
735,36,No,Travel_Frequently,11,Technical Degree,Medium,High,2,Sales Executive,Very High,Married,9738,No,1,10,Excellent,9,7,8
736,25,No,Travel_Rarely,1,Life Sciences,Low,High,1,Manufacturing Director,High,Married,4898,No,2,5,Excellent,4,2,2
737,46,No,Non-Travel,7,Medical,High,High,1,Manufacturing Director,High,Married,5258,No,0,7,Outstanding,1,0,0
738,29,No,Travel_Rarely,9,Other,Medium,Medium,0,Laboratory Technician,Very High,Single,3983,No,0,4,Excellent,3,2,2
739,44,Yes,Travel_Frequently,24,Life Sciences,Very High,High,0,Laboratory Technician,High,Divorced,3161,Yes,1,19,Low,1,0,0
740,26,No,Travel_Rarely,1,Life Sciences,High,High,1,Sales Executive,High,Married,5296,No,1,8,Excellent,8,7,7
741,55,No,Non-Travel,2,Medical,High,Medium,3,Manager,Low,Single,16756,No,0,31,Outstanding,9,7,2
742,47,No,Travel_Frequently,9,Life Sciences,High,Low,3,Sales Executive,High,Married,12936,No,0,25,Low,23,5,10
743,35,No,Travel_Rarely,4,Other,High,High,0,Laboratory Technician,Very High,Divorced,1951,No,1,1,Excellent,1,0,0
744,29,No,Travel_Rarely,1,Medical,Low,High,0,Research Scientist,Very High,Married,4787,Yes,3,4,Outstanding,2,2,2
745,29,Yes,Travel_Frequently,14,Other,High,High,2,Healthcare Representative,Very High,Single,7553,Yes,0,9,Excellent,8,7,7
746,34,No,Travel_Rarely,4,Life Sciences,High,High,2,Sales Executive,Very High,Married,9713,Yes,3,9,Excellent,5,3,0
747,32,No,Travel_Rarely,3,Medical,High,High,1,Manufacturing Director,Low,Married,6725,No,1,8,Outstanding,8,7,3
748,41,Yes,Travel_Rarely,20,Marketing,Medium,High,0,Sales Representative,Medium,Single,3140,Yes,0,4,Good,4,3,2
749,28,Yes,Travel_Rarely,2,Medical,High,High,0,Research Scientist,High,Single,4382,No,0,5,Good,2,2,1
750,35,No,Travel_Frequently,4,Life Sciences,High,High,1,Research Scientist,High,Single,4249,Yes,0,9,Excellent,9,6,1
751,29,No,Travel_Frequently,2,Life Sciences,Low,High,1,Healthcare Representative,Very High,Divorced,8853,No,1,6,Outstanding,6,4,3
752,28,No,Travel_Frequently,1,Medical,Very High,High,0,Laboratory Technician,High,Single,2154,Yes,0,5,Good,4,2,2
753,45,No,Travel_Frequently,7,Life Sciences,Low,Very High,1,Manufacturing Director,High,Married,6434,No,1,9,Excellent,3,2,2
754,42,No,Travel_Rarely,29,Life Sciences,Medium,High,1,Manufacturing Director,Medium,Married,4434,No,1,10,Good,9,8,8
755,29,No,Non-Travel,2,Life Sciences,Very High,High,1,Sales Executive,High,Married,4649,No,1,4,Good,4,3,2
756,26,No,Travel_Rarely,4,Life Sciences,High,High,0,Research Scientist,Very High,Single,2875,Yes,0,8,Good,8,5,2
757,59,No,Travel_Rarely,25,Life Sciences,Low,High,2,Sales Executive,Low,Single,7637,No,0,28,Good,21,16,9
758,31,No,Travel_Rarely,26,Life Sciences,Low,High,0,Research Scientist,High,Divorced,2911,No,1,5,Good,5,2,3
759,18,No,Non-Travel,14,Medical,Medium,High,0,Research Scientist,High,Single,1514,No,0,0,Low,0,0,0
760,52,No,Travel_Rarely,3,Medical,Very High,Medium,2,Manufacturing Director,High,Married,7969,Yes,0,28,Excellent,5,4,4
761,44,No,Travel_Rarely,1,Life Sciences,Medium,Very High,1,Healthcare Representative,Low,Married,5033,No,1,10,Excellent,2,0,2
762,38,No,Travel_Rarely,17,Life Sciences,High,Medium,2,Healthcare Representative,High,Married,8823,No,1,20,Good,19,9,9
763,30,No,Travel_Rarely,2,Medical,Medium,Medium,0,Laboratory Technician,Very High,Single,2720,No,0,6,Excellent,5,3,2
764,39,Yes,Travel_Frequently,2,Life Sciences,Low,High,3,Healthcare Representative,Very High,Divorced,12169,No,3,21,Excellent,18,7,5
765,35,No,Travel_Frequently,2,Medical,Low,Medium,0,Research Scientist,Very High,Single,4930,Yes,0,6,Outstanding,5,4,4
766,35,No,Travel_Rarely,16,Life Sciences,Very High,Medium,2,Healthcare Representative,Medium,Single,8606,No,0,11,Low,11,8,3
767,34,No,Non-Travel,3,Life Sciences,High,Medium,0,Research Scientist,Very High,Married,2979,No,3,6,Excellent,0,0,0
768,40,No,Travel_Rarely,12,Life Sciences,Medium,High,1,Healthcare Representative,Low,Divorced,4448,No,1,15,Excellent,7,4,7
769,45,No,Travel_Rarely,2,Other,Very High,Medium,1,Manufacturing Director,Very High,Divorced,5770,No,2,10,Excellent,10,7,9
770,48,No,Travel_Rarely,16,Life Sciences,High,High,1,Sales Executive,High,Divorced,6439,No,1,18,Excellent,8,7,7
771,41,No,Travel_Rarely,19,Life Sciences,High,High,1,Research Scientist,Low,Divorced,3072,No,2,17,Good,1,0,0
772,36,No,Travel_Rarely,7,Life Sciences,Low,High,0,Laboratory Technician,Medium,Single,2013,No,0,15,Excellent,4,3,3
773,42,No,Travel_Rarely,2,Life Sciences,Low,High,4,Manager,High,Married,18880,No,0,24,Good,22,6,14
774,26,Yes,Travel_Rarely,24,Technical Degree,High,Low,0,Laboratory Technician,Very High,Single,2340,Yes,0,1,Low,1,0,0
775,28,No,Travel_Rarely,27,Medical,Medium,Low,1,Manufacturing Director,Low,Divorced,4877,No,1,6,Good,5,3,0
776,42,No,Travel_Frequently,2,Medical,Medium,High,0,Research Scientist,Very High,Single,2515,Yes,0,8,Excellent,2,1,2
777,41,No,Travel_Rarely,1,Human Resources,Very High,Medium,4,Manager,High,Married,19189,No,1,22,Excellent,22,7,10
778,30,No,Travel_Rarely,16,Life Sciences,Very High,High,1,Sales Executive,High,Married,5301,No,2,4,Good,2,1,2
779,30,No,Non-Travel,9,Medical,High,High,1,Laboratory Technician,Low,Divorced,3072,No,2,12,Excellent,12,9,10
780,19,Yes,Travel_Rarely,21,Other,Very High,Medium,0,Sales Representative,Medium,Single,2121,Yes,0,1,Outstanding,1,0,0
781,33,No,Travel_Rarely,25,Life Sciences,Very High,Medium,1,Manufacturing Director,Medium,Single,4320,No,0,5,Excellent,5,3,2
782,27,No,Travel_Rarely,4,Life Sciences,Medium,High,0,Research Scientist,High,Single,2318,No,0,1,Excellent,1,1,0
783,38,No,Travel_Rarely,3,Life Sciences,Low,High,2,Sales Executive,High,Divorced,10609,No,2,17,Good,16,10,13
784,36,No,Non-Travel,8,Technical Degree,Low,High,1,Sales Executive,Very High,Divorced,5079,No,2,12,Excellent,7,7,7
785,38,No,Travel_Rarely,6,Other,Very High,Medium,0,Laboratory Technician,High,Married,3702,No,1,5,Excellent,5,4,4
786,32,Yes,Travel_Rarely,9,Medical,Low,High,0,Laboratory Technician,Low,Single,4200,No,0,10,Outstanding,5,4,4
787,39,No,Travel_Rarely,4,Life Sciences,Very High,Medium,1,Sales Executive,High,Married,5902,No,1,17,Outstanding,15,11,9
788,33,Yes,Travel_Frequently,3,Life Sciences,Low,High,0,Research Scientist,Low,Single,3348,Yes,0,10,Excellent,10,8,7
789,46,No,Travel_Rarely,18,Medical,High,High,1,Manufacturing Director,High,Divorced,4810,No,1,19,Good,10,7,8
790,46,No,Travel_Rarely,10,Marketing,High,Medium,2,Sales Executive,Very High,Married,9071,Yes,1,15,Excellent,3,2,2
791,41,No,Travel_Rarely,6,Medical,Very High,High,0,Laboratory Technician,Low,Single,4721,Yes,0,20,Excellent,18,13,17
792,21,No,Travel_Rarely,5,Medical,High,High,0,Sales Representative,Low,Single,2380,Yes,0,2,Excellent,2,2,2
793,39,No,Travel_Rarely,3,Human Resources,High,Very High,1,Human Resources,Medium,Married,6389,No,1,12,Low,8,3,6
794,44,No,Travel_Frequently,1,Human Resources,Low,High,1,Human Resources,Very High,Married,5743,Yes,0,14,Excellent,10,7,2
795,34,Yes,Non-Travel,19,Marketing,Low,Very High,1,Sales Executive,Very High,Single,5304,Yes,0,9,Good,5,2,4
796,34,No,Travel_Rarely,7,Life Sciences,Low,High,2,Research Director,Medium,Single,11994,No,0,13,Excellent,12,6,11
797,39,No,Travel_Rarely,15,Marketing,Medium,High,3,Sales Executive,Low,Single,13341,No,0,21,Excellent,20,8,10
798,29,No,Travel_Rarely,10,Marketing,Very High,Medium,1,Sales Executive,Medium,Divorced,8268,Yes,2,7,Excellent,7,7,7
799,37,No,Travel_Rarely,21,Life Sciences,Medium,Very High,0,Research Scientist,Low,Married,3564,Yes,1,8,Good,8,7,7
800,35,No,Travel_Rarely,8,Life Sciences,Very High,Very High,0,Laboratory Technician,Very High,Married,2269,No,0,1,Excellent,1,0,1
801,46,No,Travel_Rarely,1,Medical,Very High,High,2,Healthcare Representative,Low,Divorced,9396,No,1,17,Excellent,4,2,3
802,47,Yes,Travel_Frequently,27,Life Sciences,Medium,Very High,1,Sales Executive,High,Single,6397,Yes,0,8,Excellent,5,4,3
803,30,No,Travel_Frequently,5,Life Sciences,Medium,Medium,0,Research Scientist,Very High,Divorced,3761,No,1,10,Good,5,4,3
804,29,No,Travel_Rarely,28,Life Sciences,High,High,0,Research Scientist,Very High,Divorced,2514,No,1,11,Excellent,7,5,7
805,50,No,Travel_Rarely,28,Medical,Very High,Very High,0,Laboratory Technician,High,Married,3221,Yes,3,20,Excellent,20,8,8
806,34,No,Travel_Rarely,9,Life Sciences,Medium,High,1,Sales Executive,High,Married,5714,No,0,6,Good,6,5,3
807,31,Yes,Travel_Rarely,22,Medical,Very High,High,1,Manufacturing Director,High,Married,6179,Yes,2,10,Good,10,2,7
808,48,No,Travel_Rarely,6,Life Sciences,Low,Medium,1,Healthcare Representative,High,Single,4240,No,0,19,Excellent,2,2,2
809,31,No,Travel_Frequently,2,Other,Very High,High,1,Sales Executive,Low,Single,5332,No,0,10,Excellent,5,2,3
810,49,No,Travel_Rarely,1,Life Sciences,High,High,3,Manager,High,Single,15379,No,0,23,Excellent,8,7,0
811,43,No,Travel_Rarely,8,Other,High,High,1,Healthcare Representative,High,Divorced,4522,Yes,0,8,Excellent,5,2,2
812,34,No,Travel_Rarely,21,Life Sciences,Very High,Very High,1,Sales Executive,Very High,Single,5337,No,0,10,Excellent,10,7,7
813,60,No,Travel_Rarely,7,Marketing,Medium,Very High,1,Sales Executive,Very High,Divorced,5220,Yes,1,12,Excellent,11,7,9
814,52,No,Travel_Rarely,8,Other,High,High,0,Laboratory Technician,Low,Married,2950,No,0,12,Low,5,4,4
815,25,No,Travel_Rarely,7,Medical,Very High,Medium,0,Research Scientist,Very High,Married,2889,No,2,2,Excellent,2,2,1
816,46,No,Travel_Rarely,2,Marketing,Medium,High,4,Manager,Low,Single,18947,No,0,22,Good,2,2,1
817,24,No,Non-Travel,13,Life Sciences,Very High,High,0,Sales Representative,Medium,Married,2033,No,1,1,Excellent,1,0,0
818,29,No,Travel_Rarely,1,Life Sciences,Low,High,0,Research Scientist,Very High,Divorced,3760,No,3,3,Excellent,3,2,2
819,41,Yes,Travel_Frequently,4,Marketing,Low,High,1,Sales Executive,Medium,Single,9355,No,0,8,Excellent,8,7,7
820,45,No,Travel_Rarely,10,Life Sciences,Low,High,0,Research Scientist,Very High,Married,2654,No,2,8,Good,2,2,2
821,30,No,Travel_Rarely,7,Marketing,Very High,High,1,Sales Executive,Low,Divorced,4779,No,2,8,Excellent,3,2,2
822,33,No,Travel_Frequently,25,Medical,Medium,High,1,Sales Executive,High,Married,4539,No,1,10,Good,10,7,1
823,33,No,Travel_Rarely,2,Human Resources,Medium,High,0,Human Resources,High,Married,3600,No,1,5,Excellent,5,4,4
824,42,No,Travel_Frequently,9,Medical,Low,High,0,Laboratory Technician,Very High,Single,3673,No,0,12,Excellent,12,9,8
825,43,No,Travel_Rarely,4,Marketing,Very High,Medium,2,Sales Executive,Very High,Single,10231,No,0,23,Outstanding,21,7,17
826,39,No,Travel_Rarely,1,Life Sciences,Very High,Medium,3,Manufacturing Director,Very High,Married,12742,No,1,21,Excellent,21,6,8
827,39,No,Travel_Rarely,1,Medical,High,High,0,Laboratory Technician,High,Divorced,2232,No,3,7,Excellent,3,2,2
828,35,No,Non-Travel,8,Marketing,High,Medium,2,Sales Executive,Very High,Married,10377,Yes,1,16,Good,13,2,12
829,40,No,Travel_Rarely,16,Life Sciences,High,High,2,Manufacturing Director,Very High,Single,7945,Yes,0,18,Good,4,2,3
830,26,Yes,Travel_Rarely,16,Medical,Low,High,0,Laboratory Technician,Medium,Divorced,2373,Yes,1,5,Excellent,3,2,2
831,40,No,Travel_Rarely,15,Life Sciences,Low,Medium,2,Manufacturing Director,High,Married,10435,No,2,18,Excellent,18,15,12
832,51,No,Travel_Rarely,14,Life Sciences,High,High,1,Sales Executive,Very High,Married,4936,No,1,18,Good,7,7,7
833,45,No,Travel_Rarely,1,Technical Degree,Low,High,2,Healthcare Representative,Medium,Divorced,7441,No,3,10,Excellent,10,8,7
834,40,No,Travel_Rarely,2,Medical,Medium,Very High,1,Healthcare Representative,High,Divorced,6377,No,3,15,Excellent,12,11,8
835,32,No,Travel_Rarely,8,Medical,High,Very High,1,Sales Executive,Very High,Married,6209,No,2,10,Outstanding,10,7,8
836,28,No,Travel_Rarely,9,Medical,High,High,0,Research Scientist,High,Divorced,2377,No,1,6,Excellent,2,2,2
837,31,No,Travel_Frequently,7,Marketing,Low,High,2,Sales Executive,Low,Married,9637,No,2,9,Excellent,3,2,2
838,58,No,Travel_Frequently,15,Life Sciences,Low,High,3,Research Director,High,Married,15787,Yes,0,23,Excellent,2,2,2
839,40,No,Travel_Rarely,2,Life Sciences,High,High,4,Manager,High,Married,18041,No,0,21,Excellent,20,15,12
840,45,No,Travel_Frequently,7,Life Sciences,Low,High,2,Laboratory Technician,Low,Divorced,5210,No,1,24,Excellent,24,9,11
841,44,No,Travel_Rarely,3,Other,Very High,High,4,Manager,Very High,Married,19513,Yes,1,26,Outstanding,2,2,1
842,50,No,Travel_Rarely,28,Life Sciences,Very High,High,3,Research Director,Low,Married,16880,Yes,0,25,Excellent,3,2,2
843,45,No,Non-Travel,23,Life Sciences,Very High,High,1,Laboratory Technician,Low,Married,3633,Yes,1,9,Excellent,9,8,8
844,35,No,Travel_Frequently,18,Life Sciences,Medium,High,2,Sales Executive,Low,Married,9069,No,1,9,Good,9,8,8
845,48,No,Travel_Rarely,4,Life Sciences,Very High,High,2,Manufacturing Director,Very High,Single,7898,No,0,11,Excellent,10,9,8
846,40,No,Travel_Rarely,24,Technical Degree,Low,High,1,Research Scientist,Very High,Divorced,3319,No,2,9,Excellent,9,8,7
847,42,No,Travel_Rarely,2,Technical Degree,High,High,0,Human Resources,High,Divorced,2696,Yes,1,4,Excellent,3,2,0
848,48,No,Travel_Frequently,22,Medical,Very High,High,3,Manager,Very High,Divorced,17174,No,1,24,Excellent,22,17,7
849,21,No,Travel_Rarely,3,Medical,Very High,Medium,0,Research Scientist,High,Single,3230,No,0,3,Outstanding,3,2,0
850,38,No,Travel_Rarely,2,Medical,Very High,High,0,Research Scientist,High,Married,3057,Yes,1,6,Low,1,0,1
851,35,No,Travel_Rarely,23,Medical,High,High,0,Laboratory Technician,Low,Married,4014,Yes,1,4,Excellent,2,2,2
